address,square_feet,land_area,year_built,property_class,use_type,market_value
2001 S KILBOURN CHICAGO,47150.0,97288.0,1993,"5-93, 5-93",Industrial-Heavy (Process) Manufacturing,2130000.0
3100 S KILBOURN CHICAGO,47080.0,106722.0,1955,5-93,Industrial-Light Manufacturing,2140000.0
4236 W OHIO CHICAGO,46995.0,59515.0,1972,5-93,Industrial-Light Manufacturing,2126000.0
324 W CARROLL CHICAGO,46923.0,17524.0,1913,5-93,Industrial-Storage Warehouses,2120000.0
1522 W ADAMS CHICAGO,46875.0,18900.0,1909,5-93,Industrial-Storage Warehouses,4281000.0
4617 W DIVISION CHICAGO,46875.0,94221.0,1962,5-93,Industrial-Storage Warehouses,2121000.0
1950 S TROY CHICAGO,46594.0,18160.0,1909,"5-93, 5-93",Industrial-Light Manufacturing,2105000.0
1047 N THROOP CHICAGO,46496.0,30374.0,1902,"5-93, 5-93, 5-80",Industrial-Storage Warehouses,4252000.0
4136 W LAKE CHICAGO,46415.0,59732.0,2020,"6-63, 6-63, 6-63, 6-63, 6-63, 5-93, 5-93, 5-93, 5-93, 5-93, 6-63",Industrial-Heavy (Process) Manufacturing,2416000.0
2901 W 31ST CHICAGO,46316.0,186574.0,1946,5-93,Industrial-Distribution Warehouse  Single Story,3125000.0
2950 N CAMPBELL CHICAGO,46000.0,57153.0,1945,5-93,Industrial-Storage Warehouses,4200000.0
245 N FAIRFIELD CHICAGO,46000.0,69476.0,2002,"5-93, 5-80, 5-80, 5-80, 5-93, 5-80, 5-93, 5-93",Industrial-Light Manufacturing,2494000.0
3250 W LAKE CHICAGO,45967.0,53971.0,1900,5-93,Industrial-Light Manufacturing,2077000.0
3717 W HARRISON CHICAGO,45900.0,91394.0,1923,"5-93, 5-93, 5-80, 5-80, 5-80, 5-80, 5-80, 5-80, 5-80, 5-80, 5-93, 5-93",Industrial-Storage Warehouses,2074000.0
2121 S RACINE CHICAGO,45460.0,14537.0,1909,5-93,Industrial-Storage Warehouses,3741000.0
3053 W HARRISON CHICAGO,45000.0,65987.0,1970,"5-80, 5-80, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-93, 5-93, 5-93",Industrial- Flex,2033000.0
600 W TAYLOR CHICAGO,41699.0,70874.0,1966,5-93,Industrial-Storage Warehouses,3813000.0
2541 S DAMEN CHICAGO,41531.0,71132.0,1969,"5-93, 5-80",Industrial-Storage Warehouses,3798000.0
4537 W FULTON CHICAGO,41404.0,15000.0,1926,"5-93, 5-93, 5-93",Industrial-Light Manufacturing,1902000.0
1902 S LUMBER CHICAGO,41392.0,109367.0,2014,6-63,Industrial-Storage Warehouses,4874000.0
1340 W 21ST CHICAGO,41196.0,43400.0,1984,"5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,3390000.0
2746 S TROY CHICAGO,41080.0,39304.0,1943,5-93,Industrial-Light Manufacturing,1825000.0
2538 W 21ST CHICAGO,40736.0,38532.0,1999,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Light Manufacturing,1843000.0
415 N WOLCOTT CHICAGO,40593.0,20096.0,1913,"5-80, 5-93, 5-93",Industrial-Storage Warehouses,3707000.0
2402 S KILDARE CHICAGO,40113.0,98434.0,1961,"5-80, 5-80, 5-80, 5-93, 5-93",Industrial-Waste/Recycling,1914000.0
2100 W GRAND CHICAGO,40000.0,18881.0,1903,"5-93, 5-93",Industrial-Storage Warehouses,3658000.0
1333 S JEFFERSON CHICAGO,39925.0,57178.0,1971,"5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,3651000.0
1754 S KILBOURN CHICAGO,39790.0,56360.0,1922,5-93,Industrial-Storage Warehouses,1798000.0
2247 W LOGAN CHICAGO,39761.0,50106.0,1977,5-93,Industrial-Storage Warehouses,3631000.0
3403 S LAWNDALE CHICAGO,39566.0,126208.0,1976,5-93,Industrial-Storage Warehouses,2255000.0
2215 S UNION CHICAGO,39528.0,10507.0,1889,5-93,Industrial-Storage Warehouses,3253000.0
2730 S ALBANY CHICAGO,39250.0,42567.0,1961,"5-83, 5-93",Industrial-Light Manufacturing,1776000.0
4203 W GRAND CHICAGO,39178.0,33348.0,1919,"5-80, 5-93, 5-93",Industrial-Light Manufacturing,1772000.0
2336 S LOOMIS CHICAGO,38630.0,352330.0,1964,"5-80, 5-80, 5-80, 5-80, 5-93, 5-93, 5-93, 5-80, 5-80, 5-93",Industrial-Storage Warehouses,9814000.0
1310 W KINZIE CHICAGO,38601.0,61851.0,1926,"5-93, 5-80, 5-93",Industrial-Storage Warehouses,3525000.0
2147 W HUBBARD CHICAGO,38600.0,45634.0,1895,5-93,Industrial-Light Manufacturing,3525000.0
1840 W CARROLL CHICAGO,38370.0,99425.0,1985,"5-80, 5-80, 5-80, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-80, 5-93, 5-80",Industrial-Light Manufacturing,3897000.0
4300 W LAKE CHICAGO,38111.0,73927.0,1926,"5-80, 5-80, 5-93",Industrial-Storage Warehouses,1724000.0
515 N HOMAN CHICAGO,38015.0,47600.0,1950,"5-93, 5-83, 5-83, 5-93, 5-93, 5-83",Industrial-Light Manufacturing,1720000.0
2255 S LUMBER CHICAGO,37826.0,309426.0,1986,"5-80, 5-93, 5-93, 5-80, 5-80, 5-80",Industrial-Heavy (Process) Manufacturing,12086000
401 N LEAVITT CHICAGO,37800.0,39000.0,1884,"5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-80",Industrial-Light Manufacturing,3452000.0
1738 W WALNUT CHICAGO,37664.0,47293.0,1928,"5-90, 5-90, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-90",Industrial-Light Manufacturing,3439000.0
2107 W CARROLL CHICAGO,37658.0,18829.0,1907,5-93,Industrial-Light Manufacturing,3439000.0
401 N WOOD CHICAGO,37367.0,25690.0,1916,"5-93, 5-93, 5-93, 5-93",Industrial-Light Manufacturing,3412000.0
2550 S LEAVITT CHICAGO,37186.0,131508.0,1973,"5-80, 5-93",Industrial-Storage Warehouses,4366000.0
815 W 21ST CHICAGO,37000.0,63057.0,1927,"5-90, 5-90, 5-90, 5-90, 5-90, 5-90, 5-93",Industrial-Storage Warehouses,3469000.0
2037 W 18TH CHICAGO,36919.0,32736.0,1977,"5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,3038000.0
316 N LAFLIN CHICAGO,36645.0,6250.0,1888,5-93,Industrial-Storage Warehouses,3346000.0
3525 W POTOMAC CHICAGO,32475.0,53572.0,1964,5-93,Industrial-Light Manufacturing,1469000.0
1931 W FULTON CHICAGO,32467.0,42637.0,1930,"5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,2965000.0
1827 W HUBBARD CHICAGO,32359.0,35833.0,1930,"5-93, 5-93",Industrial-Storage Warehouses,2955000.0
425 N TRUMBULL CHICAGO,32250.0,36569.0,1958,"5-80, 5-80, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,1459000.0
2265 S ASHLAND CHICAGO,31851.0,884458.0,1979,"5-93, 5-93, 5-80, 5-93, 5-93, 5-80, 5-80, 5-80",Industrial-Waste/Recycling,22941000
1900 W GRAND CHICAGO,31800.0,34330.0,1987,"5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-80, 5-80",Industrial-Heavy (Process) Manufacturing,2908000.0
1318 W CERMAK CHICAGO,31753.0,22693.0,1965,"5-80, 5-93",Industrial-Light Manufacturing,2613000.0
1932 W LAKE CHICAGO,31688.0,34572.0,2007,"6-63A, 6-63A, 6-63A, 6-63A, 6-63A, 6-63A, 6-63A",Industrial-Light Manufacturing,3798000.0
1031 N DAMEN CHICAGO,31577.0,28125.0,1966,"5-93, 5-93",Industrial-Storage Warehouses,2887000.0
3035 S WESTERN CHICAGO,31349.0,169200.0,1918,5-93,Industrial-Heavy (Process) Manufacturing,5046000.0
1206 N CENTRAL PARK CHICAGO,31254.0,30646.0,1951,"5-93, 5-93, 5-93",Industrial-Storage Warehouses,1414000.0
1725 S KOSTNER CHICAGO,31026.0,40795.0,1956,"5-93, 5-93, 5-93, 5-80, 5-80, 5-93",Industrial-Light Manufacturing,1402000.0
3070 W HASTINGS CHICAGO,30996.0,49169.0,1923,"5-90, 5-93",Industrial-Light Manufacturing,2834000.0
1227 W CARROLL CHICAGO,30968.0,33052.0,1915,5-93,Industrial-Light Manufacturing,3393000.0
4626 W AUGUSTA CHICAGO,30931.0,152467.0,1956,"5-80, 5-80, 5-93, 5-80, 5-80",Industrial-Storage Warehouses,2435000.0
2924 W LAKE CHICAGO,30900.0,16128.0,1922,5-93,Industrial-Storage Warehouses,1396000.0
413 N HOYNE CHICAGO,30727.0,94892.0,1907,"5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,3579000.0
817 S KILDARE CHICAGO,30706.0,43817.0,1947,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-80",Industrial-Storage Warehouses,1387000.0
2731 W HARRISON CHICAGO,30706.0,30706.0,1974,"5-93, 5-93",Industrial-Storage Warehouses,1665000.0
4322 W CARROLL CHICAGO,30660.0,21000.0,1927,"5-93, 5-93",Industrial-Light Manufacturing,1387000.0
864 N KEDZIE CHICAGO,30525.0,66895.0,1945,"5-80, 5-80, 5-80, 5-80, 5-80, 5-80, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80",Industrial-Light Manufacturing,1381000.0
2315 S KEELER CHICAGO,30525.0,49789.0,1963,5-93,Industrial-Light Manufacturing,1379000.0
1640 W HUBBARD CHICAGO,30465.0,24984.0,1948,5-93,Industrial- Flex,2786000.0
3111 W 27TH CHICAGO,30410.0,27956.0,1906,"5-93, 5-93, 5-93, 5-93, 5-93, 5-80",Industrial-Light Manufacturing,1376000.0
1234 W RANDOLPH CHICAGO,30325.0,18275.0,1925,"5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,2769000.0
3032 N ROCKWELL CHICAGO,30310.0,15963.0,1929,5-93,Industrial-Storage Warehouses,2491000.0
4622 W SUPERIOR CHICAGO,30250.0,30250.0,2019,"5-80, 5-80, 6-63, 6-63, 6-63, 6-63, 5-93, 5-80, 5-80",Industrial-Storage Warehouses,1614000.0
2528 S BLUE ISLAND CHICAGO,30248.0,35190.0,1893,"5-93, 5-93",Industrial-Storage Warehouses,2489000.0
1435 W WILLOW CHICAGO,30113.0,42000.0,1961,"6-63, 6-63, 6-63, 6-63, 6-63, 6-70, 6-63",Industrial-Storage Warehouses,5201000.0
4216 W CHICAGO CHICAGO,30000.0,30363.0,1948,"5-80, 5-93",Industrial-Light Manufacturing,1357000.0
2222 S HALSTED CHICAGO,30000.0,115938.0,2008,"5-80, 5-80, 5-80, 5-80, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-80, 5-80, 5-80",Industrial-Storage Warehouses,3680000.0
2701 W FULTON CHICAGO,30000.0,11632.0,1886,5-93,Industrial- Flex,1626000.0
3220 W OGDEN CHICAGO,29925.0,24471.0,1900,5-93,Industrial-Storage Warehouses,1352000.0
918 W SUPERIOR CHICAGO,29895.0,19408.0,1925,"5-93, 5-93",Industrial-Storage Warehouses,2734000.0
3259 W LAKE CHICAGO,29600.0,30840.0,1925,"5-93, 5-93",Industrial-Storage Warehouses,1337000.0
348 N ASHLAND CHICAGO,29598.0,19220.0,1919,5-93,Industrial-Storage Warehouses,2703000.0
900 S CICERO CHICAGO,29583.0,31369.0,1954,5-93,Industrial-Storage Warehouses,1204000.0
2440 S DAMEN CHICAGO,29565.0,29836.0,1941,5-93,Industrial-Storage Warehouses,2433000.0
321 N BELL CHICAGO,29300.0,28386.0,1942,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,2676000.0
2456 W FULLERTON CHICAGO,29262.0,37470.0,1979,"5-93, 5-93, 5-17, 5-17, 5-17, 5-17, 5-17, 5-93",Industrial- Flex,2672000.0
2930 N CALIFORNIA CHICAGO,29182.0,38453.0,1920,"5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-80, 5-80, 5-93",Industrial-Light Manufacturing,2665000.0
4939 W LAKE CHICAGO,29050.0,63359.0,1952,"5-80, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80",Industrial-Storage Warehouses,1183000.0
215 N FAIRFIELD CHICAGO,29000.0,49016.0,1978,"5-80, 5-80, 5-93, 5-93, 5-80, 5-80, 5-80, 5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,1572000.0
1930 W 17TH CHICAGO,28922.0,43680.0,1990,5-93,Industrial-Storage Warehouses,2380000.0
1621 S KOSTNER CHICAGO,28811.0,32737.0,1916,5-93,Industrial-Heavy (Process) Manufacturing,1302000.0
3600 S KOSTNER CHICAGO,28800.0,1089000.0,1977,5-93,Industrial-Distribution Warehouse  Single Story,14149000
1644 N BESLY CHICAGO,28738.0,42199.0,1909,"5-93, 5-80, 5-80",Industrial-Storage Warehouses,2628000.0
1127 S WASHTENAW CHICAGO,28680.0,46422.0,1891,5-93,Industrial-Storage Warehouses,1555000.0
4415 W CERMAK CHICAGO,28680.0,31540.0,1922,"5-93, 5-93, 5-93, 5-80",Industrial-Storage Warehouses,1296000.0
4413 W RICE CHICAGO,28653.0,19153.0,1941,"5-93, 5-93, 5-93",Industrial-Storage Warehouses,1296000.0
2124 S WESTERN CHICAGO,28631.0,39519.0,1969,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-93",Industrial-Light Manufacturing,1293000.0
1636 W KINZIE CHICAGO,28608.0,12020.0,1906,5-93,Industrial-Storage Warehouses,2612000.0
1404 W WABANSIA CHICAGO,28262.0,26250.0,1943,"5-93, 5-93, 5-93",Industrial-Light Manufacturing,2584000.0
2256 N ELSTON CHICAGO,28250.0,39374.0,1958,"5-93, 5-93, 5-93",Industrial-Storage Warehouses,2580000.0
5045 W LAKE CHICAGO,28242.0,34890.0,1908,"5-93, 5-80",Industrial-Light Manufacturing,1150000.0
1765 N ELSTON CHICAGO,28226.0,134064.0,1887,6-63B,Industrial-Condos,5183000.0
1344 N ELSTON CHICAGO,28216.0,28216.0,1952,5-93,Industrial-Light Manufacturing,2580000.0
1900 W CARROLL CHICAGO,28200.0,49039.0,1951,"5-80, 5-80, 5-80, 5-80, 5-93",Industrial-Light Manufacturing,2575000.0
2007 S MARSHALL CHICAGO,28125.0,13068.0,1915,5-93,Industrial-Storage Warehouses,1272000.0
2737 W FULTON CHICAGO,28020.0,24653.0,1966,"5-93, 5-93",Industrial-Storage Warehouses,1519000.0
681 N GREEN CHICAGO,27830.0,28068.0,1951,"5-93, 5-93",Industrial-Storage Warehouses,2545000.0
1419 W CARROLL CHICAGO,27580.0,52905.0,1946,"5-80, 5-93, 5-93",Industrial-Storage Warehouses,2519000.0
19 N GREEN CHICAGO,33400.0,55047.0,1987,"5-93, 5-80, 5-80, 5-80, 5-80, 5-80, 5-93, 5-93",Industrial-Storage Warehouses,6100000.0
4526 W AUGUSTA CHICAGO,27416.0,39774.0,1981,"5-93, 5-93, 5-93, 5-93, 5-80, 5-93",Industrial-Light Manufacturing,1241000.0
246 N OAKLEY CHICAGO,27404.0,36144.0,1965,"5-93, 5-93, 5-93",Industrial-Storage Warehouses,2502000.0
1270 S KOSTNER CHICAGO,27360.0,77389.0,1919,5-93,Industrial-Storage Warehouses,1434000.0
450 N PAULINA CHICAGO,27350.0,19978.0,1958,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93",Industrial- Flex,2498000.0
3305 W HARRISON CHICAGO,27344.0,27675.0,1921,"5-93, 5-93, 5-93",Industrial-Storage Warehouses,1235000.0
300 N OAKLEY CHICAGO,27299.0,33161.0,1967,"5-93, 5-93, 5-93",Industrial-Light Manufacturing,2493000.0
4021 W KINZIE CHICAGO,27196.0,36149.0,1926,"5-93, 5-93, 5-93, 5-80, 5-93, 5-93",Industrial-Storage Warehouses,1229000.0
700 N WESTERN CHICAGO,27189.0,28776.0,1978,5-93,Industrial-Storage Warehouses,2486000.0
328 N ALBANY CHICAGO,27100.0,19900.0,1924,5-92,Industrial-Storage Warehouses,1224000.0
4415 W KINZIE CHICAGO,27000.0,27664.0,1919,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Light Manufacturing,1220000.0
1861 S CANAL CHICAGO,27000.0,47793.0,1999,5-93,Industrial-Storage Warehouses,2222000.0
2135 W CARROLL CHICAGO,26884.0,25951.0,1928,"5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,2455000.0
3950 W FILLMORE CHICAGO,26820.0,15500.0,1960,"5-92, 5-92",Industrial-Distribution Warehouse  Multi Story,1212000.0
2558 S DAMEN CHICAGO,26818.0,235207.0,1958,"5-93, 5-93, 5-80, 5-80, 5-80",Industrial-Trucking/Logistics,6579000.0
2501 W TAYLOR CHICAGO,26794.0,84877.0,1962,"5-80, 5-80, 5-80, 5-93, 5-93",Industrial-Storage Warehouses,1894000.0
1622 W CARROLL CHICAGO,26740.0,21700.0,1915,"5-93, 5-93, 5-93",Industrial-Storage Warehouses,2442000.0
933 N CICERO CHICAGO,26691.0,21777.0,1924,5-93,Industrial-Light Manufacturing,1207000.0
355 N LAFLIN CHICAGO,26640.0,8315.0,1888,5-93,Industrial- Flex,2433000.0
4032 W LAKE CHICAGO,26618.0,36000.0,1912,"5-93, 5-93, 5-80, 5-80, 5-80",Industrial-Storage Warehouses,1203000.0
900 S CLINTON CHICAGO,26616.0,20920.0,1929,5-93,Industrial-Storage Warehouses,2434000.0
619 W TAYLOR CHICAGO,26616.0,72139.0,1961,5-93,Industrial-Storage Warehouses,2924000.0
4100 S KOSTNER CHICAGO,26530.0,1164764.0,1990,5-93,Industrial-Utility Energy Production,15014000
2323 W FULTON CHICAGO,26454.0,37199.0,1966,"5-93, 5-93, 5-93",Industrial-Storage Warehouses,2416000.0
1855 S KILBOURN CHICAGO,26428.0,49994.0,1943,5-93,Industrial-Light Manufacturing,1194000.0
4325 W OGDEN CHICAGO,26387.0,46509.0,1945,"5-80, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80",Industrial-Light Manufacturing,1192000.0
2943 W CARROLL CHICAGO,26340.0,35339.0,1905,"5-80, 5-80, 5-80, 5-80, 5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Light Manufacturing,1190000.0
3031 S KILBOURN CHICAGO,26230.0,57400.0,1929,"5-93, 5-22",Industrial-Light Manufacturing,1187000.0
2225 W HUBBARD CHICAGO,26225.0,32400.0,1990,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-80",Industrial-Storage Warehouses,2395000.0
2759 W 31ST CHICAGO,26221.0,120198.0,2018,"6-63, 6-63, 6-63",Industrial-Storage Warehouses,2321000.0
3400 S PULASKI CHICAGO,26170.0,179999.0,1954,5-93,Industrial-Utility Energy Production,2698000.0
3233 S KOLIN CHICAGO,26134.0,27564.0,1948,5-93,Industrial-Light Manufacturing,1182000.0
2350 S WOOD CHICAGO,26082.0,164251.0,1956,"5-80, 5-93, 5-80",Industrial-Trucking/Logistics,4786000.0
1939 W FULTON CHICAGO,25845.0,27231.0,1926,5-93,Industrial-Light Manufacturing,2360000.0
5114 W MADISON CHICAGO,25750.0,8595.0,1923,5-93,Industrial-Storage Warehouses,729000.0
1026 W VAN BUREN CHICAGO,25620.0,9000.0,1908,5-93,Industrial-Storage Warehouses,2340000.0
4748 W RICE CHICAGO,25525.0,15687.0,1952,"5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,1155000.0
1958 W CARROLL CHICAGO,25460.0,34853.0,1927,"5-80, 5-80, 5-80, 5-93, 5-92",Industrial-Light Manufacturing,2325000.0
315 S GREEN CHICAGO,25458.0,24632.0,1943,"5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,2557000.0
3301 S CALIFORNIA CHICAGO,25430.0,504425.0,1954,"5-93, 5-93",Industrial-Heavy (Process) Manufacturing,11052000
4225 W OGDEN CHICAGO,25400.0,131364.0,1930,"5-93, 6-63, 5-80",Industrial-Storage Warehouses,2271000.0
217 N DESPLAINES CHICAGO,25362.0,23850.0,1971,"5-93, 5-93, 5-90, 5-90",Industrial-Storage Warehouses,2779000.0
2922 W 26TH CHICAGO,25320.0,13634.0,1930,5-93,Industrial-Light Manufacturing,1125000.0
410 N OAKLEY CHICAGO,25158.0,19110.0,1922,"5-93, 5-93, 5-93",Industrial-Storage Warehouses,2297000.0
4901 W ARTHINGTON CHICAGO,25125.0,49387.0,1963,"5-93, 5-80",Industrial-Storage Warehouses,1023000.0
910 W FULTON CHICAGO,25119.0,10000.0,1908,"5-93, 5-93, 5-93",Industrial-Storage Warehouses,2294000.0
255 N MAPLEWOOD CHICAGO,25000.0,53595.0,1942,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-80, 5-80, 5-80, 5-93",Industrial-Light Manufacturing,1129000.0
4400 W 14TH CHICAGO,24985.0,47916.0,1955,5-93,Industrial-Storage Warehouses,1129000.0
4630 W AUGUSTA CHICAGO,24900.0,43916.0,1917,5-93,Industrial-Storage Warehouses,1126000.0
267 N CALIFORNIA CHICAGO,24848.0,20269.0,1931,"5-93, 5-80, 5-93",Industrial-Storage Warehouses,1347000.0
414 N WOOD CHICAGO,24800.0,12495.0,1903,5-93,Industrial-Storage Warehouses,2265000.0
2400 N CAMPBELL CHICAGO,24800.0,20445.0,1911,"5-93, 5-93, 5-93",Industrial-Light Manufacturing,2265000.0
1285 W NORTH CHICAGO,24794.0,29287.0,1982,5-93,Industrial-Storage Warehouses,2267000.0
2450 W HUBBARD CHICAGO,24509.0,17001.0,1943,5-93,Industrial-Light Manufacturing,1107000.0
1613 W CARROLL CHICAGO,24446.0,17059.0,1904,"5-93, 5-93",Industrial-Light Manufacturing,2232000.0
2810 W GRAND CHICAGO,24332.0,40592.0,1927,5-93,Industrial-Storage Warehouses,1101000.0
615 S CALIFORNIA CHICAGO,24200.0,30707.0,1932,"5-93, 5-80",Industrial-Storage Warehouses,1312000.0
2106 S KEDZIE CHICAGO,24085.0,9523.0,1930,5-93,Industrial-Light Manufacturing,1088000.0
2121 S TROY CHICAGO,24041.0,15584.0,1917,5-93,Industrial-Light Manufacturing,1303000.0
3538 W POTOMAC CHICAGO,24030.0,29466.0,1944,"5-93, 5-93, 5-93, 5-93, 5-80, 5-93",Industrial-Storage Warehouses,1087000.0
1747 W CARROLL CHICAGO,24000.0,23778.0,1917,"5-93, 5-93, 5-93",Industrial-Light Manufacturing,2192000.0
2056 W WALNUT CHICAGO,24000.0,26040.0,1912,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Light Manufacturing,2192000.0
2512 W MAYPOLE CHICAGO,24000.0,21711.0,1964,"5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,1301000.0
2131 W WALNUT CHICAGO,23883.0,16468.0,1940,"5-93, 5-93, 5-93, 5-93",Industrial-Light Manufacturing,2181000.0
3037 W FLETCHER CHICAGO,23740.0,47089.0,1911,5-93,Industrial-Light Manufacturing,2168000.0
2133 S KEDZIE CHICAGO,23682.0,29700.0,1974,"5-80, 5-80, 5-80, 5-93, 5-93, 5-93",Industrial- Flex,1284000.0
1901 S WESTERN CHICAGO,23547.0,16434.0,1942,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,1938000.0
2922 W CARROLL CHICAGO,23521.0,55994.0,1883,5-93,Industrial-Storage Warehouses,1101000.0
3023 W KINZIE CHICAGO,23493.0,37553.0,1990,"6-63, 6-63, 6-63, 6-63",Industrial-Distribution Warehouse  Single Story,1393000.0
2701 W GEORGE CHICAGO,23415.0,49554.0,2003,5-93,Industrial-Heavy (Process) Manufacturing,2138000.0
1826 S CLINTON CHICAGO,23250.0,27290.0,1976,"5-93, 5-93, 5-93",Industrial-Storage Warehouses,1913000.0
3210 S CALIFORNIA CHICAGO,23239.0,191631.0,1917,5-93,Industrial-Waste/Recycling,2793000.0
4353 W KINZIE CHICAGO,23100.0,40009.0,1977,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-80, 5-80, 5-80",Industrial-Light Manufacturing,1045000.0
4704 W IOWA CHICAGO,23093.0,44002.0,1952,"5-80, 5-80, 5-80, 5-80, 5-80, 5-80, 5-93",Industrial-Storage Warehouses,1045000.0
2520 W LAKE CHICAGO,22950.0,42016.0,1950,"5-93, 5-93",Industrial-Storage Warehouses,1244000.0
2627 W 19TH CHICAGO,22889.0,41528.0,1966,"5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-93, 5-80, 5-80",Industrial-Light Manufacturing,1243000.0
342 W CARROLL CHICAGO,22868.0,32911.0,1961,5-93,Industrial-Storage Warehouses,2088000.0
1639 W CARROLL CHICAGO,22816.0,11408.0,1925,5-93,Industrial-Light Manufacturing,2083000.0
4619 W CHICAGO CHICAGO,22755.0,24999.0,1941,"5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80",Industrial-Light Manufacturing,1029000.0
1641 W CARROLL CHICAGO,22632.0,25668.0,1907,"5-80, 5-80, 5-93",Industrial- Flex,2099000.0
2746 S TROY CHICAGO,41080.0,39304.0,1943,5-93,Industrial-Light Manufacturing,1825000.0
2538 W 21ST CHICAGO,40736.0,38532.0,1999,"5-93, 5-93, 5-93, 5-93, 5-93, 5-93",Industrial-Light Manufacturing,1843000.0
415 N WOLCOTT CHICAGO,40593.0,20096.0,1913,"5-80, 5-93, 5-93",Industrial-Storage Warehouses,3707000.0
2402 S KILDARE CHICAGO,40113.0,98434.0,1961,"5-80, 5-80, 5-80, 5-93, 5-93",Industrial-Waste/Recycling,1914000.0
2100 W GRAND CHICAGO,40000.0,18881.0,1903,"5-93, 5-93",Industrial-Storage Warehouses,3658000.0
1333 S JEFFERSON CHICAGO,39925.0,57178.0,1971,"5-93, 5-93, 5-93, 5-93",Industrial-Storage Warehouses,3651000.0
1754 S KILBOURN CHICAGO,39790.0,56360.0,1922,5-93,Industrial-Storage Warehouses,1798000.0
2247 W LOGAN CHICAGO,39761.0,50106.0,1977,5-93,Industrial-Storage Warehouses,3631000.0
3403 S LAWNDALE CHICAGO,39566.0,126208.0,1976,5-93,Industrial-Storage Warehouses,2255000.0
2215 S UNION CHICAGO,39528.0,10507.0,1889,5-93,Industrial-Storage Warehouses,3253000.0
2730 S ALBANY CHICAGO,39250.0,42567.0,1961,"5-83, 5-93",Industrial-Light Manufacturing,1776000.0
4203 W GRAND CHICAGO,39178.0,33348.0,1919,"5-80, 5-93, 5-93",Industrial-Light Manufacturing,1772000.0
2336 S LOOMIS CHICAGO,38630.0,352330.0,1964,"5-80, 5-80, 5-80, 5-80, 5-93, 5-93, 5-93, 5-80, 5-80, 5-93",Industrial-Storage Warehouses,9814000.0
1310 W KINZIE CHICAGO,38601.0,61851.0,1926,"5-93, 5-80, 5-93",Industrial-Storage Warehouses,3525000.0
2147 W HUBBARD CHICAGO,38600.0,45634.0,1895,5-93,Industrial-Light Manufacturing,3525000.0
1840 W CARROLL CHICAGO,38370.0,99425.0,1985,"5-80, 5-80, 5-80, 5-93, 5-93, 5-93, 5-93, 5-93, 5-80, 5-80, 5-80, 5-93, 5-80",Industrial-Light Manufacturing,3897000.0
4300 W LAKE CHICAGO,38111.0,73927.0,1926,"5-80, 5-80, 5-93",Industrial-Storage Warehouses,1724000.0
